答案ID,提交时间,答题耗时,若您已确认上述内容并无异议，请选择下方“开始作答”并点击【下一页】进行本次问卷作答。[A:开始作答B:放弃参与（结束作答）],请问您计划参与测试的设备平台是？[A:PC端B:安卓端],请问您计划本次参与测试会使用安卓手机设备品牌是？[A:华为B:vivoC:OPPOD:小米E:荣耀F:一加G:红米H:iQOOI:三星J:魅族K: 其他，请填写：],请问您将用于本次测试的手机处理器属于以下哪一个选项?[A:骁龙865/天玑9000/麒麟9000及以下（如：小米10/华为Mate 40 Pro等）B: 骁龙870/888/Gen1/Gen2或天玑9200（如：小米13/红米K60 Pro等）C:骁龙8Gen3/天玑9300（如红米K80/iQOO Neo10/一加ACE5等）D:骁龙8Elite/天玑9400及以上(如：小米15/红米K80 Pro/一加Ace5Pro等)E:不清楚具体配置，请填写手机品牌和型号： ],请问您的手机运行内存(RAM)为？[A:4GB及以下B:6GBC:8GBD:12GBE:16GB及以上F:不清楚],请问您能够参与本次测试的PC设备的系统版本是？[A:Windows 10 - 32 位B:Windows 10 - 64 位C:Windows 11D:其他 Windows 系统E:其他操作系统],请选择您在测试中将会使用的PC设备的处理器（CPU）型号,请选择您在测试中将会使用的PC设备的显卡型号,您近半年内主要使用哪些设备玩游戏?[A:手机/平板电脑B:笔记本电脑/台式电脑C:家用主机（如Switch、PS、Xbox等）D:以上都没有],以下手机游戏类型中，您曾深入体验过的有哪些? [A:MOBA类（如王者荣耀、英雄联盟手游等）B:模拟经营类（如桃园深处有人家、心动小镇、我的花园世界等）C:卡牌RPG类（如崩坏：星穹铁道、重返未来：1999、明日方舟、阴阳师等）D:动作类（如绝区零、崩坏3、战双帕弥什等）E:战棋类（如梦幻模拟战、天地劫：幽城再临等）F:自走棋类（如金铲铲之战、多多自走棋等）G:休闲放置类（如剑与远征、杖剑传说等）H:SLG类（如三国志战略版、三国谋定天下、三国：冰河时代等）I:开放世界类（如原神、鸣潮、异环等）J:沙盒类（如我的世界、迷你世界等）K:休闲益智类（如开心消消乐、梦幻家园等）L:射击类（如三角洲行动、逆战：未来等）M:即时制MMORPG（如逆水寒手游、天涯明月刀手游等）N:回合制MMORPG（如梦幻西游、问道等）O:横版动作类（如火影忍者手游、DNF手游、归龙潮等）P:Roguelike类（如重生细胞、土豆兄弟等）Q:其他，请补充 _________________R: 以上都没有],以下手机游戏产品中，您曾深入体验过的有哪些? [A:重生细胞B:忍者必须死系列C:苍翼：混沌效应D:影之刃3E:时空猎人系列F:心渊梦境G:霓虹深渊H:艾希I:火影忍者手游J:归龙潮K:地下城与勇士：起源L:造梦西游系列M:以上都没有],以下PC/主机游戏类型中，您最近三个月玩的最多的是？[A:MOBA(如英雄联盟、DOTA2等)B:集换式卡牌类(如炉石传说、万智牌、游戏王:大师决斗等)C:模拟经营类(如沙石镇时光、星露谷物语、露玛岛、双点博物馆等)D:战争策略类(如帝国时代、魔兽争霸、文明系列等)E:MMORPG类(如逆水寒、最终幻想14、魔兽世界等)F:合作/派对类(如双人成行、糖豆人、猛兽派对等)G:沙盒建造/生存类(如幻兽帕鲁、我的世界、七日世界、RUST、饥荒等)H:射击类(如CSGO、无畏契约、守望先锋、Apex、PUBG、三角洲行动等)I:动作RPG(如只狼、黑暗之魂系列、艾尔登法环、怪物猎人系列等）J:开放世界类(如塞尔达传说系列、刺客信条系列、GTA5、巫师3等)K:平台动作/银河恶魔城类（如奥日、艾希、暗影火炬城等）L:JRPG类（如碧蓝幻想relink、最终幻想系列等）M:视觉小说/文字冒险类(如命运石之门、隐形守护者、底特律:变人等）N:其他，请补充 _________________O:以上都没有],请问您主要是被《绿梦：时空之声》的哪些方面吸引，进而参与本次蚀梦测试的?[A:动作战斗玩法B:美术风格C:有感兴趣的喜欢的角色D:游戏热度高E:喜欢尝试新游戏F:剧情世界观G:游戏类型（动作类）H:游戏类型（射击类）I:朋友、UP主推荐J:其他原因，请补充]
GameCenter_2026060868378996,2026-06-08 22:32:18,104,A,B,A,E,A,,,,A,C，D，I，O,B，C，H，I，J,,C，E，G
GameCenter_2026060854908945,2026-06-08 22:26:50,66,A,A,,,,C,i5-14600f,RTX5070,B,,,E,A
GameCenter_2026060884938932,2026-06-08 22:25:19,163,A,A,,,,C,锐龙9 9955HX,5070ti,B,,,A，C，E，G，H,A，B，E
GameCenter_2026060879208914,2026-06-08 22:23:07,49,A,B,E,D,D,,,,A,A，D，L，P,C，H,,A，E
GameCenter_2026060892918872,2026-06-08 22:18:38,108,A,B,A,E，华为Mate 70 Ultra,E,,,,A，B,A，D，I，O，P,A，B，C，G，I,A，G，I，J,B，E，F
GameCenter_2026060843078843,2026-06-08 22:15:13,281,A,A，B,A,A,C,B,core i5-11400,RTX3050,A，B,A，G，O，Q,A，C，I，J，L,A，H，I，K，L,A，G，J，造梦西游
GameCenter_2026060868508805,2026-06-08 22:10:49,89,A,B,A,A,C,,,,A,D，I，L,M,,A，B，E
GameCenter_2026060858858804,2026-06-08 22:10:33,85,A,A,,,,C,R9-8945HX,5070 8G,B,,,H，I，J,A，B
GameCenter_2026060846818739,2026-06-08 22:01:42,654,A,B,H,C,D,,,,A,C，D，I，L，O,I,,A，C，G
GameCenter_2026060851558737,2026-06-08 22:01:39,53,A,A，B,G,C,E,C,i7,5060,A,A，D，I，J,C，H，L,,A，B，C
GameCenter_2026060877858725,2026-06-08 22:00:05,118,A,A，B,D,D,C,B,i56500,3060,A，B,A，C，F，L,H，J,A，O,B，C，E
GameCenter_2026060894178693,2026-06-08 21:56:23,164,A,A，B,E,E，荣耀500Pro,E,A,i7,5060,A，B,A，C，D，I，L,M,G，H，J，M,A，B，E
GameCenter_2026060892958691,2026-06-08 21:56:00,96,A,B,C,E，OPPO,F,,,,A,A，B，C，D，I,J,,A，B，E
GameCenter_2026060893958688,2026-06-08 21:55:43,135,A,B,G,E,F,,,,A,B，C，D，I，L,M,,J，试试玩
GameCenter_2026060848218681,2026-06-08 21:55:02,81,A,B,K，真我,E，真我Neo8,E,,,,A,Q,M,,C
GameCenter_2026060887678678,2026-06-08 21:54:23,175,A,A，B,A,A,C,B,intel core i7-9750h,nvidia geforce gtx 1650,A，B,A，C，D，F，I,A，C，D，G，H,A，B，I，J，L,B，C，D
GameCenter_2026060865218665,2026-06-08 21:52:43,210,A,B,G,D,E,,,,A,O,J,,A，B，G
GameCenter_2026060872948642,2026-06-08 21:49:19,125,A,A，B,G,D,E,B,AMD R5 5600,4060ti 16G,A，B,C，D，I，P,A，G，H,B，E，I，J,A，B，E
GameCenter_2026060835948634,2026-06-08 21:48:32,130,A,B,E,D,F,,,,A,I，J，L,E,,B，E，G
GameCenter_2026060821888617,2026-06-08 21:46:47,312,A,A，B,G,A,D,C,i5-12600f,RTX4070,A，B,C，D，I，J，P,A，C，F，H,B，C，I，L，M,B，C，J，有好看的女角色，没有男角（听说，大概）色
GameCenter_2026060851948616,2026-06-08 21:46:45,172,A,A,,,,C,Core i5系列14代产品,RTX 5070,A，B,A，C，D，F，I,A，F，G，H，J,A，F，I,A，B，E
GameCenter_2026060883298595,2026-06-08 21:44:24,158,A,B,E,E，HONOR 60Pro,C,,,,A,A，D，F，I，O,A，I，L,,A，E，G
GameCenter_2026060867568575,2026-06-08 21:42:41,112,A,B,A,A,C,,,,A,A，B，C，D，J,A，B，I，J,,A，B，C
GameCenter_2026060857678542,2026-06-08 21:39:18,186,A,B,H,D,D,,,,A,A，C，D，I,B，H，I，J，L,,A，B，E
GameCenter_2026060826598527,2026-06-08 21:36:40,94,A,B,A,C,D,,,,A,A，C，J，L,M,,A，B，F
GameCenter_2026060867098521,2026-06-08 21:36:00,49,A,B,H,B,D,,,,A,A，C，D，L,M,,B，C，E
GameCenter_2026060825578485,2026-06-08 21:31:58,45,A,B,G,B,D,,,,A,A，F,D，E,,A，B，C
GameCenter_2026060880078478,2026-06-08 21:30:07,93,A,B,D,C,E,,,,A,C，I，J,M,,E
GameCenter_2026060826358406,2026-06-08 21:22:27,74,A,B,C,E,B,,,,A,B，C，D，E，G,B，D，F，H，I,,A，B，E
GameCenter_2026060880248388,2026-06-08 21:20:35,304,A,A,,,,B,amd ryzen76800h,3060,B,,,B，H，J,A，B，C
GameCenter_2026060847408357,2026-06-08 21:17:50,83,A,A，B,G,B,D,B,4050,4050,A,D，M,E，G，H,,B，E
GameCenter_2026060839778356,2026-06-08 21:17:49,133,A,B,H,E，iQOO Z8,C,,,,A,I，L,H，I,,B，C，G
GameCenter_2026060877298339,2026-06-08 21:15:53,155,A,B,D,A,B,,,,A,A，D，I，L,M,,A，B，I
GameCenter_2026060898588322,2026-06-08 21:13:00,81,A,A,,,,B,amd 5600,3060ti,B,,,H,E，J，老板是阿绿
GameCenter_2026060845988321,2026-06-08 21:12:55,70,A,B,B,B,E,,,,A,C，D,B，J,,C，G
GameCenter_2026060866828320,2026-06-08 21:12:53,342,A,A，B,G,D,D,C,AMD Ryzen 9 7845HX with Radeon Graphics（3.00GHz）,NVIDIA GeForce RTX 5050Laptop GPU（8GB）,A，B,A，C，D，I，J,G，L,G，H，I，J,B，C，E
GameCenter_2026060823008279,2026-06-08 21:08:45,61,A,A，B,G,B,C,B,R7-8845HS,Radeon 780M,A，B,C，D，I,H,J，M,C，E
GameCenter_2026060873858245,2026-06-08 21:04:22,170,A,B,G,D,E,,,,A,I，M,E,,C，E
GameCenter_2026060829808225,2026-06-08 21:02:12,207,A,B,E,A,D,,,,A,B，C，D，I，J,I,,B，C，F
GameCenter_2026060845068223,2026-06-08 21:02:03,32,A,A,,,,B,i5 14400,5060,B,,,A，B，F，H，I,B，D，G
GameCenter_2026060843958205,2026-06-08 20:59:35,215,A,A,,,,C,intel core i7 13700h,NVIDIA geforce rtx4060 laptop,B,,,D，H,A，B
GameCenter_2026060882978175,2026-06-08 20:55:00,43,A,B,B,D,E,,,,A,A,I,,A，B，C
GameCenter_2026060867408072,2026-06-08 20:39:56,90,A,A，B,B,D,D,C,9700x,5070,A，B,C，D，L，O,A，D，K,E，H，I,A，B，C
GameCenter_2026060843338069,2026-06-08 20:39:29,69,A,B,B,C,E,,,,A，B,A，D，I，O,C，J，K,H,A，C
GameCenter_2026060838358065,2026-06-08 20:38:56,72,A,B,E,E，荣耀GX50GT,E,,,,A，B,D,M,I，J,A，C，E
GameCenter_2026060841698044,2026-06-08 20:36:09,57,A,B,H,C,D,,,,A,A，C，D，F，I,C，F,,B，E，F
GameCenter_2026060811888043,2026-06-08 20:36:05,66,A,B,F,B,D,,,,A,I,A，J,,A，B，C
GameCenter_2026060835278032,2026-06-08 20:35:06,86,A,B,C,A,C,,,,A,A，I，J，L，M,B，E，K,,A，C，F
GameCenter_2026060897408011,2026-06-08 20:31:12,54,A,B,D,B,E,,,,C,,,H,A，B，D
GameCenter_2026060886567999,2026-06-08 20:30:11,122,A,A，B,G,B,E,C,i7-12800h,rtx4070 laptop,A，B,D，I,A，C，D,I，J,A，C
GameCenter_2026060814007991,2026-06-08 20:28:50,90,A,B,A,C,C,,,,A,A，C，F，O,B，I，J,,A，B
GameCenter_2026060891047988,2026-06-08 20:28:33,45,A,B,C,B,E,,,,A,A，F，P,C，G,,A，B，G
GameCenter_2026060812127987,2026-06-08 20:28:16,89,A,A，B,G,C,E,C,amd r9 7845hx,rtx 4060,A，B,I，L,M,H，I，J,A，B，C
GameCenter_2026060841867984,2026-06-08 20:27:48,60,A,B,A,B,E,,,,A，C,A，I，J，O,A，C，G，H，I,G,B，C
GameCenter_2026060862137974,2026-06-08 20:26:30,38,A,A,,,,B,5800x,5070,B,,,A，B，G，H,A，B
GameCenter_2026060885177963,2026-06-08 20:24:57,61,A,B,C,A,B,,,,A,A，C，D，I,H，I，J,,A，B，E
GameCenter_2026060898957961,2026-06-08 20:24:44,93,A,B,H,E,F,,,,A,C，D，I，J，O,B,,A，B，C
GameCenter_2026060830817910,2026-06-08 20:17:56,122,A,B,D,B,E,,,,A，B,A，D，I,B，E，I，K，L,A，G，I,A，B，G
GameCenter_2026060893197891,2026-06-08 20:15:40,113,A,B,A,A,E,,,,A,D，I，J，L,M,,B
GameCenter_2026060896247880,2026-06-08 20:13:27,78,A,B,H,C,E,,,,A，B,A，C，D，I，J,A，C，D，H，L,A，G，I，J，K,A，B，E
GameCenter_2026060869897857,2026-06-08 20:10:59,75,A,B,A,A,D,,,,A,A，D，I，J，L,I,,A，B，G
GameCenter_2026060869137832,2026-06-08 20:08:15,101,A,B,C,C,D,,,,A，C,A，J，L，O，P,I，L,F，G，H,A，B
GameCenter_2026060828747814,2026-06-08 20:05:47,128,A,A，B,D,C,D,B,9800x3d,5070,A，B,A，G，J，L，N,C，E，H，I，K,A，B，F，G，H,B，C，G
GameCenter_2026060852577798,2026-06-08 20:03:22,146,A,B,E,A,D,,,,A,A，C，I，J，K,M,,B，E
GameCenter_2026060862337757,2026-06-08 19:59:05,302,A,B,B,A,C,,,,A,D,H,,A，B，D
GameCenter_2026060840977754,2026-06-08 19:59:03,77,A,B,C,A,B,,,,A,A，C，I，L,J,,A，E，G
GameCenter_2026060867277749,2026-06-08 19:57:47,216,A,B,B,A,E,,,,A，B,A，D，J，L,M,G，H,B，E，F
GameCenter_2026060890137722,2026-06-08 19:55:21,117,A,A，B,D,B,D,C,i5-12490k,4060,A，B，C,A，B，C，D，E,B，C，D，K,A，B，D，L,A，B，E
GameCenter_2026060823227717,2026-06-08 19:54:41,229,A,A,,,,B,Intel Core i5-12490f,NVIDIA GeForce RTX 5060,B,,,G，H，J，K,B，E，F
GameCenter_2026060840697699,2026-06-08 19:52:36,52,A,A,,,,C,i5 13600kf,5060ti,B,,,H，I，K，M,B，C，E
GameCenter_2026060852427698,2026-06-08 19:52:26,88,A,B,F,E，一加ace2pro,E,,,,A,A，B，C，D，I,B，G，J，L,,A，F，G
GameCenter_2026060845297687,2026-06-08 19:50:57,176,A,A，B,K，努比亚红魔,C,E,B,AMD Raedon 9700x,AMD 9070xt,A，B,A，C，D，F，P,A，C，E，J，L,A，B，H，I，K,A
GameCenter_2026060889847681,2026-06-08 19:50:06,151,A,B,G,E，红米k60,E,,,,A，B,A，C，D，F，I,A，C，E，H，L,H，I，M,A，B
GameCenter_2026060822297680,2026-06-08 19:49:55,75,A,B,A,A,D,,,,A，B,I，J，L，P,A，H，J,F，G，H，J,A，F，G
GameCenter_2026060872947677,2026-06-08 19:49:49,91,A,A,,,,C,Intel-12700K,RTX4080,A,D，L,C，G,,A，B，C
GameCenter_2026060871517664,2026-06-08 19:48:49,43,A,B,D,E,E,,,,A,A,B，I，J,,D，F，G
GameCenter_2026060840337648,2026-06-08 19:46:33,113,A,B,E,C,E,,,,A，B,A，C，D，I，J,A，C，H，J,H，M,A，B，F
GameCenter_2026060866247635,2026-06-08 19:44:53,205,A,B,A,E，高通骁龙680,E,,,,A,C，D，H，I，L,M,,B，D，F
GameCenter_2026060813667591,2026-06-08 19:38:58,60,A,B,A,A,E,,,,C,,,F，H,A
GameCenter_2026060843817492,2026-06-08 19:28:58,45,A,B,D,D,D,,,,A,A，B，D,L,,A，B，E
GameCenter_2026060846227485,2026-06-08 19:27:30,490,A,A，B,A,D,E,C,Intel（R）Core（TM）Ultra 9275HX,拯救者Y9000p,A，B,A，C，D，I，L,M,A，E，F，G，I,A，B，D
GameCenter_2026060831417456,2026-06-08 19:24:50,101,A,B,D,A,E,,,,A，B,A，C，F，P,A，C,A，B，H,A，B
GameCenter_2026060868487446,2026-06-08 19:24:13,124,A,B,F,D,E,,,,A，B,B，D，J，P,A，K,D，G，I，J，M,A，B，E
GameCenter_2026060880497439,2026-06-08 19:23:52,82,A,B,H,A,D,,,,A，B，C,B，D，J,A，I,C，I，J,A，B，E
GameCenter_2026060882597421,2026-06-08 19:22:19,125,A,A，B,G,A,D,C,7500,4060,A，B,A，L,A，C，I，J,A，F,A，B，C
GameCenter_2026060817917406,2026-06-08 19:20:43,91,A,B,H,C,E,,,,A,A，C，D，I,A，B，H，I，L,,A，E，G
GameCenter_2026060886267367,2026-06-08 19:16:45,152,A,B,K，红魔,E，红魔11 spro+,E,,,,A，B,C，D，Q,M,N,A，B，E
GameCenter_2026060810197286,2026-06-08 19:07:52,265,A,A，B,B,D,E,B,Intel Core i9-14900HX,NVIDIA GeForce RTX 5070,A，B,A，D，I,C，E，F,B，C，D，E,B，C，E
GameCenter_2026060828817213,2026-06-08 19:00:49,63,A,B,I,B,C,,,,A,A，C，D，I,J,,A，B，C
GameCenter_2026060819107210,2026-06-08 19:00:22,237,A,B,A,E，荣耀X50i,F,,,,A,C，D，I，J,C，H,,E，F，G
GameCenter_2026060889437189,2026-06-08 18:58:35,76,A,A,,,,C,AMD R5 5600X,3060TI,B,,,A，G，H,A，B，I
GameCenter_2026060879627150,2026-06-08 18:53:34,190,A,B,C,D,E,,,,A，B,A，C，I,E，J,J,A，B，C
GameCenter_2026060819397141,2026-06-08 18:53:03,66,A,B,G,C,E,,,,A，B,A，C，D，E，I,A，H，I，J，L,C，D，G，J，L,A，B，E
GameCenter_2026060857787139,2026-06-08 18:52:52,88,A,B,A,A,D,,,,A,A，C，F,M,,A，E
GameCenter_2026060828197122,2026-06-08 18:50:49,82,A,B,G,C,D,,,,A,A，B，C，D，F,E，H,,B，D，E
GameCenter_2026060829447089,2026-06-08 18:46:55,50,A,B,D,A,D,,,,A，B,A，C，D，I,A，E，G，K,A，B，E，F，G,A，B，C
GameCenter_2026060833827034,2026-06-08 18:42:34,92,A,B,H,D,E,,,,A,D，I，J，L,A，C，E，H,,A，B，F
GameCenter_2026060814777001,2026-06-08 18:39:52,129,A,B,E,D,D,,,,A，B,A，C，D，L，O,C，D，E，H，J,B，H，K,A，G，J，二次元＋卡牌养成＋横版act
GameCenter_2026060891786948,2026-06-08 18:34:27,130,A,A，B,C,E，opporeno12pro,D,C,INTEL CORE I9-14900HX,nvidia 5060,A，B,A，C，D，L，P,A，C，G，H,B，H，K,A，B，E
GameCenter_2026060811726923,2026-06-08 18:31:55,297,A,A,,,,B,12th 
GenIntel(R)
Core(TM)
i5-12400,Intel(R) UHD
Graphics 730,B,,,C，H，K，M,A，B，G
GameCenter_2026060822676917,2026-06-08 18:31:10,332,A,A,,,,B,i5-12700kf,rtx 4060,B,,,A，L,A，B
GameCenter_2026060835806916,2026-06-08 18:30:56,92,A,A,,,,C,13th Gen Intel(R) Core(TM) i7-13700HX (2.10 GHz),NVIDIA GeForce RTX 4060 Laptop GPU (8 GB),A，B,C，L,M,F，H，I,A，B，E
GameCenter_2026060852676833,2026-06-08 18:24:10,54,A,B,B,B,C,,,,A，B,A，F，L,B，C，E，F，J,A，J，K,E，F
GameCenter_2026060888096697,2026-06-08 18:10:44,172,A,B,B,E，vivoY100,E,,,,A,A，C，D，J，L,G,,E
GameCenter_2026060860996666,2026-06-08 18:07:50,60,A,A,,,,C,r7 7700,9070xt,B,,,H，J，L,E
GameCenter_2026060845236661,2026-06-08 18:07:30,66,A,A,,,,B,i7,2060,B,,,B，C，G,J，认识你们股东绿皇
GameCenter_2026060810556639,2026-06-08 18:05:21,302,A,A，B,A,A,E,C,Intel(R) Core(TM) i9-14900K (3.20 GHz),RTX 4080 SUPER,A，C,D，F，I，L,A，C，G，H，K,E，I，L,A，E，G
GameCenter_2026060878396624,2026-06-08 18:04:04,108,A,B,B,D,E,,,,A,C，D，I,H，J,,B，C，F
GameCenter_2026060810976606,2026-06-08 18:02:51,105,A,B,E,E，荣耀magic6,E,,,,A,C，D，I,I,,C，E，I
GameCenter_2026060859346566,2026-06-08 17:59:17,50,A,B,G,B,D,,,,A,A，C，E，I，J,A，C，H，L,,B，C，F
GameCenter_2026060811716561,2026-06-08 17:58:42,112,A,B,B,C,E,,,,A，B,A，C，I，J，L,L,B，H,B，C，E
GameCenter_2026060840956545,2026-06-08 17:56:40,77,A,B,F,D,E,,,,A,C，D，I,C，D，E，J，K,,A，B，F
GameCenter_2026060858696416,2026-06-08 17:45:19,261,A,A,,,,C,英特尔 酷睿i7 13代,NVIDIA GeForce RTX 4060,A，B,A，D，I，P,A，C，G，H，I,D，G，H，I，J,A，B，C
GameCenter_2026060849036375,2026-06-08 17:40:39,143,A,A,,,,A,Intel酷睿Ultra7265KF,华硕primeRTX5080-O16G,B,,,A，H，J,A，B，C
GameCenter_2026060894836285,2026-06-08 17:33:12,96,A,B,E,D,D,,,,A,A，C，D，I，L,C，E，H，K,,A，B，E
GameCenter_2026060835576274,2026-06-08 17:32:29,152,A,A，B,F,D,E,C,Ryzen 99950x,4090,A，B，C,A，G，I，J，L,A，C，F，G，H,F，H，I，J，L,A，B，F
GameCenter_2026060837356271,2026-06-08 17:32:08,182,A,A，B,F,D,E,B,R9-8940HX,RTX-5060,A，B,A，C，I，L,A，E,A，B,A，B
GameCenter_2026060834156266,2026-06-08 17:31:57,414,A,A，B,E,E，荣耀X70,D,E，MagicOS 10.0,高通骁龙6 Gen 4,Adreno 810,A,I，L,I,,A，B，C
GameCenter_2026060871566240,2026-06-08 17:30:02,170,A,B,E,A,D,,,,A，B,A，C，D，F，I,A，C，D，H，I,A，F，H，J,A，C，E
GameCenter_2026060858816211,2026-06-08 17:27:37,81,A,B,E,A,B,,,,A,A，C，D，I，J,I，J,,A，B，E
GameCenter_2026060825526197,2026-06-08 17:27:04,271,A,A，B,D,D,E,C,lntel Core i7-14000
,4070,A，B,A，D，I，L,M,G，H，I，J,C
GameCenter_2026060871186129,2026-06-08 17:21:16,188,A,A，B,A,E，huawei mate80pro,D,C,amd r79800x3d,七彩虹 rtx5080oc,A，B,A，C，D，F，I,A，B，H，L,A，I，J，K，L,C，E
GameCenter_2026060829146073,2026-06-08 17:16:22,58,A,B,B,C,D,,,,A,A，C，D，I，L,I，J,,A，C，G
GameCenter_2026060816056013,2026-06-08 17:11:28,68,A,B,B,B,E,,,,A,L,M,,E
GameCenter_2026060883625944,2026-06-08 17:06:54,83,A,B,A,B,D,,,,A,A，I，J，L，P,A，C，G，J，L,,A，D，F
GameCenter_2026060818265840,2026-06-08 16:59:05,177,A,A，B,D,C,E,C,Intel i9-14900hx
,rtx4060
,A，B,A，D，I，L，O,A，B，H，I，J,A，H，I，J，M,A，B，C
GameCenter_2026060870125759,2026-06-08 16:52:21,274,A,A,,,,C,i7,4060,A，B,A，C，D，I，L,A，G，H，I，J,G，H，M,A，B，E
GameCenter_2026060888195751,2026-06-08 16:51:37,171,A,A，B,B,D,E,C,AMD Ryzen 7 9800X3D,RTX4070Ti,A，B,A，C，D，I，L,H，J，K,F，G，H，I，J,A，B，C
GameCenter_2026060823175704,2026-06-08 16:48:07,154,A,B,A,E，华为P30pro,E,,,,A,E，I，J，K，L,M,,A，B，E
GameCenter_2026060867575674,2026-06-08 16:45:42,148,A,B,D,E，小米16,F,,,,A,A，C，I，J，L,I,,B，C，E
GameCenter_2026060885545630,2026-06-08 16:42:29,324,A,A,,,,C,R7-8840HX 12核24线程 ,rtx5060,A,A，C，D，I，O,A，C，H，I，J,,A，B，C
GameCenter_2026060868425586,2026-06-08 16:39:23,63,A,B,A,A,B,,,,A,D，P,A，C，F，H,,A，B
GameCenter_2026060884235562,2026-06-08 16:38:22,112,A,A，B,B,A,C,C,骁龙8-3,4090,A,D，I，L，O,E，I，L,,A，C，E
GameCenter_2026060855735526,2026-06-08 16:34:26,161,A,B,K，realme,D,D,,,,A,A，D，G，I，K,D，H，J,,A，B，E
GameCenter_2026060898215498,2026-06-08 16:31:39,34,A,B,F,D,D,,,,A,A，D，F，I,M,,B，D，E
GameCenter_2026060813205461,2026-06-08 16:28:39,82,A,B,F,C,E,,,,A,A，C，F，K,M,,E，F
GameCenter_2026060883765405,2026-06-08 16:23:37,34,A,A,,,,C,i5 12490,6750gre,B,,,A，H,A
GameCenter_2026060834045348,2026-06-08 16:17:42,169,A,B,D,D,E,,,,A，B,D，I,M,I，L,A，G
GameCenter_2026060857625318,2026-06-08 16:15:20,74,A,A,,,,B,i5-12600f,4060ti,A，B,A，C，D，F，O,A，B，G，I，J,C，H，I，J，L,B，C，E
GameCenter_2026060851075238,2026-06-08 16:06:34,175,A,B,H,E，畅享80,E,,,,A,A,I,,B，C，E
GameCenter_2026060891945146,2026-06-08 15:56:52,59,A,B,B,B,D,,,,A,C，D，I，L，O,I,,A，B，E
GameCenter_2026060844235086,2026-06-08 15:51:31,208,A,B,G,C,E,,,,A,A，C，I，J，L,A，C，H，J,,A，B，E
GameCenter_2026060854125084,2026-06-08 15:51:29,132,A,B,H,E，iQOONeo11,E,,,,A,A，D,C，G,,A，B，E
GameCenter_2026060835915083,2026-06-08 15:51:15,194,A,A，B,H,C,C,C,i5,RTX1650,A，B,A，D，F,A，K,E，H，I，J，K,G，I
GameCenter_2026060854415061,2026-06-08 15:49:35,77,A,B,C,A,F,,,,A,A，D，G，I，J,A，C，G，J，L,,A，B，G
GameCenter_2026060839444946,2026-06-08 15:35:30,233,A,B,B,E，VIVO Y31s,F,,,,C,,,C,B，D，E
GameCenter_2026060855674926,2026-06-08 15:32:14,84,A,B,E,C,D,,,,A,C，F，I，J，L,A，B，H，J,,C，E，G
GameCenter_2026060830824910,2026-06-08 15:30:06,76,A,B,A,E，华为nove9,C,,,,A,A，I，O,H，I,,A，C，G
GameCenter_2026060827574818,2026-06-08 15:18:08,77,A,A，B,H,D,E,C,r9-7940h,rtx4060,A，B,A，B，D，I，O,A，B，E，H,C，E，H，J，L,A，B，C
GameCenter_2026060836774778,2026-06-08 15:14:04,96,A,B,A,C,D,,,,A，B,A，C，F，G，O,B，G，H，I，L,A，I，J，K,A，B，E
GameCenter_2026060884054770,2026-06-08 15:13:07,227,A,A，B,G,B,D,C,U7-255HX,Rtx5060,A，B,A，C，I，J，K,A，G,C，G，J,B，E
GameCenter_2026060814944764,2026-06-08 15:12:17,147,A,A，B,C,B,D,B,不知道,不知道,B,,,A，C，F，G，H,C，E，F
GameCenter_2026060812974743,2026-06-08 15:09:38,61,A,B,D,B,C,,,,A,A，C，D，I,E，I，J，K，L,,A，C，D
GameCenter_2026060853354732,2026-06-08 15:08:13,60,A,B,F,B,C,,,,A,A，C，D，E，F,A，C，D，H，J,,A，C
GameCenter_2026060830244679,2026-06-08 15:01:58,83,A,B,C,A,F,,,,A,C，D,M,,A，B
GameCenter_2026060817294675,2026-06-08 15:01:23,70,A,A,,,,C,13900k,5070t,A,D，I,K,,B
GameCenter_2026060855004632,2026-06-08 14:56:57,369,A,B,G,E，Redmi Note 13 Pro Redmi,E,,,,A,A，C，D，G，I,J,,A，B，C
GameCenter_2026060861224630,2026-06-08 14:56:55,99,A,A，B,D,D,E,C,i5-13600kf,rtx4070,A，B，C,A，B，C,A，B，E,A，C，E,A，B，C
GameCenter_2026060822004626,2026-06-08 14:56:10,530,A,A，B,F,D,E,C,i513490,4060,A，B,A，C，G，L，P,A，C，H,I，L,A，B
GameCenter_2026060845244613,2026-06-08 14:54:15,57,A,B,C,D,C,,,,A,C，D，I,M,,A，B，E
GameCenter_2026060875824562,2026-06-08 14:49:09,70,A,A，B,A,D,E,C,R8040,4070,A，B,I，O，P,C，D，E，F，J,F，H，I，J，L,A，B，F
GameCenter_2026060866794544,2026-06-08 14:46:26,123,A,A,,,,C,i9-13900,独显,B,,,F，H，I，M,A，B，F
GameCenter_2026060852734498,2026-06-08 14:39:41,238,A,A，B,H,D,D,C,i7，14600,4060,A，B,A，I,B，E，H，I，J,A，E,A，B，E
GameCenter_2026060860554471,2026-06-08 14:34:52,239,A,A，B,B,C,E,C,r9_8945,RTX5060,A，B,D，O,H，I，J,H，I,A，B，G
GameCenter_2026060828274454,2026-06-08 14:33:14,93,A,A，B,B,D,E,C,I7-7800,RTX4060TI
,A，B,C，D，F，I，P,C，F，H，J,B，H，I，J，L,A，D，G
